date,clone_count
2024-05-01,1
2024-05-02,1
2024-05-03,1
2024-05-04,1
2024-05-05,1
2024-05-06,1
2024-05-07,1
2024-05-08,1
2024-05-09,1
2024-05-10,1
2024-05-11,1
2024-05-12,1
2024-05-13,2
2024-05-14,2
