tableusage
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1
1,05
1,05
1,05
1,05
1,05
1,05
1,05
1,05
1,05
1,05
1,05
1,11
1,11
1,11
1,11
1,11
1,11
1,11
1,11
1,11
1,11
1,16
1,16
1,16
1,16
1,16
1,16
1,16
1,21
1,21
1,21
1,21
1,21
1,26
1,26
1,26
1,26
1,26
1,26
1,26
1,26
1,26
1,26
1,32
1,32
1,32
1,32
1,32
1,32
1,32
1,32
1,32
1,37
1,37
1,37
1,37
1,37
1,37
1,37
1,37
1,37
1,37
1,37
1,42
1,42
1,42
1,42
1,42
1,47
1,47
1,47
1,53
1,53
1,53
1,53
1,53
1,53
1,53
1,53
1,58
1,58
1,58
1,58
1,58
1,58
1,63
1,63
1,63
1,63
1,63
1,63
1,68
1,68
1,68
1,68
1,68
1,68
1,68
1,74
1,74
1,74
1,74
1,74
1,79
1,84
1,84
1,84
1,84
1,84
1,84
1,84
1,89
1,89
1,89
1,95
1,95
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2
2,05
2,05
2,05
2,05
2,05
2,05
2,11
2,11
2,11
2,11
2,11
2,11
2,11
2,11
2,11
2,11
2,11
2,11
2,11
2,11
2,11
2,11
2,16
2,16
2,16
2,16
2,16
2,16
2,16
2,16
2,21
2,21
2,21
2,21
2,21
2,21
2,21
2,21
2,21
2,21
2,26
2,26
2,26
2,26
2,26
2,26
2,26
2,26
2,26
2,26
2,26
2,26
2,26
2,26
2,32
2,32
2,32
2,37
2,37
2,37
2,37
2,37
2,37
2,37
2,37
2,42
2,42
2,42
2,42
2,42
2,42
2,42
2,42
2,42
2,42
2,47
2,47
2,47
2,47
2,47
2,47
2,47
2,47
2,47
2,47
2,53
2,53
2,53
2,58
2,58
2,58
2,58
2,58
2,63
2,63
2,63
2,63
2,63
2,68
2,68
2,68
2,68
2,74
2,74
2,74
2,74
2,74
2,79
2,79
2,84
2,84
2,84
2,89
2,95
2,95
2,95
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3
3,05
3,05
3,05
3,05
3,05
3,05
3,11
3,11
3,11
3,11
3,11
3,11
3,11
3,11
3,16
3,16
3,16
3,21
3,21
3,21
3,21
3,21
3,21
3,21
3,21
3,21
3,26
3,26
3,26
3,26
3,26
3,26
3,26
3,26
3,26
3,32
3,32
3,32
3,32
3,37
3,37
3,37
3,37
3,37
3,37
3,37
3,37
3,42
3,42
3,53
3,58
3,68
3,68
3,68
3,68
3,74
3,79
3,79
3,84
3,89
3,89
3,89
3,89
3,95
3,95
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4
4,05
4,05
4,05
4,11
4,11
4,16
4,16
4,21
4,21
4,32
4,37
4,37
4,37
4,42
4,47
4,58
4,58
4,63
4,63
4,63
4,68
4,68
4,68
4,79
4,84
4,95
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5
5,05
5,11
5,11
5,26
5,26
5,32
5,32
5,37
5,37
5,37
5,37
5,42
5,42
5,53
5,58
5,63
5,79
5,84
5,95
6
6
6
6
6
6
6
6
6,11
6,16
6,37
6,47
6,47
6,58
6,63
6,74
7
7
7
7
7
7
7
7
7,16
7,74
8
8
8
8
8
8,37
8,47
8,58
9
9
9
9,37
10
10
10
10
10
10
10
